season,round,gp_name,driver_code,team,q1_time_s,q2_time_s,q3_time_s,quali_position
2023,19,Mexico City Grand Prix,HUL,Haas F1 Team,78.969,78.524,,12.0
2023,19,Mexico City Grand Prix,ALO,Aston Martin,78.848,78.738,,13.0
2023,19,Mexico City Grand Prix,ALB,Williams,78.828,79.147,,14.0
2023,19,Mexico City Grand Prix,TSU,AlphaTauri,78.89,,,15.0
2023,19,Mexico City Grand Prix,OCO,Alpine,79.08,,,16.0
2023,19,Mexico City Grand Prix,MAG,Haas F1 Team,79.163,,,17.0
2023,19,Mexico City Grand Prix,STR,Aston Martin,79.227,,,18.0
2023,19,Mexico City Grand Prix,NOR,McLaren,81.554,,,19.0
2023,19,Mexico City Grand Prix,SAR,Williams,,,,20.0
2023,20,São Paulo Grand Prix,VER,Red Bull Racing,70.436,70.162,70.727,1.0
2023,20,São Paulo Grand Prix,LEC,Ferrari,70.472,70.303,71.021,2.0
2023,20,São Paulo Grand Prix,STR,Aston Martin,70.551,70.375,71.344,3.0
2023,20,São Paulo Grand Prix,ALO,Aston Martin,70.557,70.237,71.387,4.0
2023,20,São Paulo Grand Prix,HAM,Mercedes,70.604,70.266,71.469,5.0
2023,20,São Paulo Grand Prix,RUS,Mercedes,70.34,70.316,71.59,6.0
2023,20,São Paulo Grand Prix,NOR,McLaren,70.623,70.021,71.987,7.0
2023,20,São Paulo Grand Prix,SAI,Ferrari,70.624,70.254,71.989,8.0
2023,20,São Paulo Grand Prix,PER,Red Bull Racing,70.668,70.219,72.321,9.0
2023,20,São Paulo Grand Prix,PIA,McLaren,70.519,70.33,,10.0
2023,20,São Paulo Grand Prix,HUL,Haas F1 Team,70.475,70.547,,11.0
2023,20,São Paulo Grand Prix,OCO,Alpine,70.763,70.562,,12.0
2023,20,São Paulo Grand Prix,GAS,Alpine,70.793,70.567,,13.0
2023,20,São Paulo Grand Prix,MAG,Haas F1 Team,70.602,70.723,,14.0
2023,20,São Paulo Grand Prix,ALB,Williams,70.621,70.84,,15.0
2023,20,São Paulo Grand Prix,TSU,AlphaTauri,70.837,,,16.0
2023,20,São Paulo Grand Prix,RIC,AlphaTauri,70.843,,,17.0
2023,20,São Paulo Grand Prix,BOT,Alfa Romeo,70.955,,,18.0
2023,20,São Paulo Grand Prix,SAR,Williams,71.035,,,19.0
2023,20,São Paulo Grand Prix,ZHO,Alfa Romeo,71.275,,,20.0
2023,21,Las Vegas Grand Prix,LEC,Ferrari,93.617,92.775,92.726,1.0
2023,21,Las Vegas Grand Prix,SAI,Ferrari,93.851,93.338,92.77,2.0
2023,21,Las Vegas Grand Prix,VER,Red Bull Racing,94.19,93.572,93.104,3.0
2023,21,Las Vegas Grand Prix,RUS,Mercedes,94.137,93.351,93.112,4.0
2023,21,Las Vegas Grand Prix,GAS,Alpine,94.272,93.494,93.239,5.0
2023,21,Las Vegas Grand Prix,ALB,Williams,94.634,93.588,93.323,6.0
2023,21,Las Vegas Grand Prix,SAR,Williams,94.525,93.733,93.513,7.0
2023,21,Las Vegas Grand Prix,BOT,Alfa Romeo,94.305,93.809,93.525,8.0
2023,21,Las Vegas Grand Prix,MAG,Haas F1 Team,94.337,93.664,93.537,9.0
2023,21,Las Vegas Grand Prix,ALO,Aston Martin,94.422,93.617,93.555,10.0
2023,21,Las Vegas Grand Prix,HAM,Mercedes,94.307,93.837,,11.0
2023,21,Las Vegas Grand Prix,PER,Red Bull Racing,94.574,93.855,,12.0
2023,21,Las Vegas Grand Prix,HUL,Haas F1 Team,94.265,93.979,,13.0
2023,21,Las Vegas Grand Prix,STR,Aston Martin,94.504,94.199,,14.0
2023,21,Las Vegas Grand Prix,RIC,AlphaTauri,94.683,94.308,,15.0
2023,21,Las Vegas Grand Prix,NOR,McLaren,94.703,,,16.0
2023,21,Las Vegas Grand Prix,OCO,Alpine,94.834,,,17.0
2023,21,Las Vegas Grand Prix,ZHO,Alfa Romeo,94.849,,,18.0
2023,21,Las Vegas Grand Prix,PIA,McLaren,94.85,,,19.0
2023,21,Las Vegas Grand Prix,TSU,AlphaTauri,96.447,,,20.0
2023,22,Abu Dhabi Grand Prix,VER,Red Bull Racing,84.16,83.74,83.445,1.0
2023,22,Abu Dhabi Grand Prix,LEC,Ferrari,84.459,83.969,83.584,2.0
2023,22,Abu Dhabi Grand Prix,PIA,McLaren,84.487,84.278,83.782,3.0
2023,22,Abu Dhabi Grand Prix,RUS,Mercedes,84.337,84.013,83.788,4.0
2023,22,Abu Dhabi Grand Prix,NOR,McLaren,84.368,83.92,83.816,5.0
2023,22,Abu Dhabi Grand Prix,TSU,AlphaTauri,84.286,84.207,83.968,6.0
2023,22,Abu Dhabi Grand Prix,ALO,Aston Martin,84.501,84.131,84.084,7.0
2023,22,Abu Dhabi Grand Prix,HUL,Haas F1 Team,84.425,84.213,84.108,8.0
2023,22,Abu Dhabi Grand Prix,PER,Red Bull Racing,84.209,84.116,84.171,9.0
2023,22,Abu Dhabi Grand Prix,GAS,Alpine,84.6,84.078,84.548,10.0
2023,22,Abu Dhabi Grand Prix,HAM,Mercedes,84.437,84.359,,11.0
2023,22,Abu Dhabi Grand Prix,OCO,Alpine,84.565,84.391,,12.0
2023,22,Abu Dhabi Grand Prix,STR,Aston Martin,84.405,84.422,,13.0
2023,22,Abu Dhabi Grand Prix,ALB,Williams,84.298,84.439,,14.0
2023,22,Abu Dhabi Grand Prix,RIC,AlphaTauri,84.461,84.442,,15.0
2023,22,Abu Dhabi Grand Prix,SAI,Ferrari,84.738,,,16.0
2023,22,Abu Dhabi Grand Prix,MAG,Haas F1 Team,84.764,,,17.0
2023,22,Abu Dhabi Grand Prix,BOT,Alfa Romeo,84.788,,,18.0
2023,22,Abu Dhabi Grand Prix,ZHO,Alfa Romeo,85.159,,,19.0
2023,22,Abu Dhabi Grand Prix,SAR,Williams,,,,20.0
2024,1,Bahrain Grand Prix,VER,Red Bull Racing,90.031,89.374,89.179,1.0
2024,1,Bahrain Grand Prix,LEC,Ferrari,90.243,89.165,89.407,2.0
2024,1,Bahrain Grand Prix,RUS,Mercedes,90.35,89.922,89.485,3.0
2024,1,Bahrain Grand Prix,SAI,Ferrari,89.909,89.573,89.507,4.0
2024,1,Bahrain Grand Prix,PER,Red Bull Racing,90.221,89.932,89.537,5.0
2024,1,Bahrain Grand Prix,ALO,Aston Martin,90.179,89.801,89.542,6.0
2024,1,Bahrain Grand Prix,NOR,McLaren,90.143,89.941,89.614,7.0
2024,1,Bahrain Grand Prix,PIA,McLaren,90.531,90.122,89.683,8.0
2024,1,Bahrain Grand Prix,HAM,Mercedes,90.451,89.718,89.71,9.0
2024,1,Bahrain Grand Prix,HUL,Haas F1 Team,90.566,89.851,90.502,10.0
2024,1,Bahrain Grand Prix,TSU,RB,90.481,90.129,,11.0
2024,1,Bahrain Grand Prix,STR,Aston Martin,89.965,90.2,,12.0
2024,1,Bahrain Grand Prix,ALB,Williams,90.397,90.221,,13.0
2024,1,Bahrain Grand Prix,RIC,RB,90.562,90.278,,14.0
2024,1,Bahrain Grand Prix,MAG,Haas F1 Team,90.646,90.529,,15.0
2024,1,Bahrain Grand Prix,BOT,Kick Sauber,90.756,,,16.0
2024,1,Bahrain Grand Prix,ZHO,Kick Sauber,90.757,,,17.0
2024,1,Bahrain Grand Prix,SAR,Williams,90.77,,,18.0
2024,1,Bahrain Grand Prix,OCO,Alpine,90.793,,,19.0
2024,1,Bahrain Grand Prix,GAS,Alpine,90.948,,,20.0
2024,2,Saudi Arabian Grand Prix,VER,Red Bull Racing,88.171,88.033,87.472,1.0
2024,2,Saudi Arabian Grand Prix,LEC,Ferrari,88.318,88.112,87.791,2.0
2024,2,Saudi Arabian Grand Prix,PER,Red Bull Racing,88.638,88.467,87.807,3.0
2024,2,Saudi Arabian Grand Prix,ALO,Aston Martin,88.706,88.122,87.846,4.0
2024,2,Saudi Arabian Grand Prix,PIA,McLaren,88.755,88.343,88.089,5.0
2024,2,Saudi Arabian Grand Prix,NOR,McLaren,88.805,88.479,88.132,6.0
2024,2,Saudi Arabian Grand Prix,RUS,Mercedes,88.749,88.448,88.316,7.0
2024,2,Saudi Arabian Grand Prix,HAM,Mercedes,88.994,88.606,88.46,8.0
2024,2,Saudi Arabian Grand Prix,TSU,RB,88.988,88.564,88.547,9.0
2024,2,Saudi Arabian Grand Prix,STR,Aston Martin,88.25,88.578,88.572,10.0
2024,2,Saudi Arabian Grand Prix,BEA,Ferrari,88.984,88.642,,11.0
2024,2,Saudi Arabian Grand Prix,ALB,Williams,89.107,88.98,,12.0
2024,2,Saudi Arabian Grand Prix,MAG,Haas F1 Team,89.069,89.02,,13.0
2024,2,Saudi Arabian Grand Prix,RIC,RB,89.065,89.025,,14.0
2024,2,Saudi Arabian Grand Prix,HUL,Haas F1 Team,89.055,,,15.0
2024,2,Saudi Arabian Grand Prix,BOT,Kick Sauber,89.179,,,16.0
2024,2,Saudi Arabian Grand Prix,OCO,Alpine,89.475,,,17.0
2024,2,Saudi Arabian Grand Prix,GAS,Alpine,89.479,,,18.0
2024,2,Saudi Arabian Grand Prix,SAR,Williams,89.526,,,19.0
2024,2,Saudi Arabian Grand Prix,ZHO,Kick Sauber,,,,20.0
2024,3,Australian Grand Prix,VER,Red Bull Racing,76.819,76.387,75.915,1.0
2024,3,Australian Grand Prix,SAI,Ferrari,76.731,76.189,76.185,2.0
2024,3,Australian Grand Prix,PER,Red Bull Racing,76.805,76.631,76.274,3.0
2024,3,Australian Grand Prix,NOR,McLaren,77.43,76.75,76.315,4.0
2024,3,Australian Grand Prix,LEC,Ferrari,76.984,76.304,76.435,5.0
2024,3,Australian Grand Prix,PIA,McLaren,77.369,76.601,76.572,6.0
2024,3,Australian Grand Prix,RUS,Mercedes,77.062,76.901,76.724,7.0
2024,3,Australian Grand Prix,TSU,RB,77.356,76.791,76.788,8.0
2024,3,Australian Grand Prix,STR,Aston Martin,77.376,76.78,77.072,9.0
2024,3,Australian Grand Prix,ALO,Aston Martin,76.991,76.71,77.552,10.0
2024,3,Australian Grand Prix,HAM,Mercedes,77.499,76.96,,11.0
2024,3,Australian Grand Prix,ALB,Williams,77.13,77.167,,12.0
2024,3,Australian Grand Prix,BOT,Kick Sauber,77.543,77.34,,13.0
2024,3,Australian Grand Prix,MAG,Haas F1 Team,77.709,77.427,,14.0
2024,3,Australian Grand Prix,OCO,Alpine,77.617,77.697,,15.0
2024,3,Australian Grand Prix,HUL,Haas F1 Team,77.976,,,16.0
2024,3,Australian Grand Prix,GAS,Alpine,77.982,,,17.0
2024,3,Australian Grand Prix,RIC,RB,78.085,,,18.0
2024,3,Australian Grand Prix,ZHO,Kick Sauber,78.188,,,19.0
2024,4,Japanese Grand Prix,VER,Red Bull Racing,88.866,88.74,88.197,1.0
2024,4,Japanese Grand Prix,PER,Red Bull Racing,89.303,88.752,88.263,2.0
2024,4,Japanese Grand Prix,NOR,McLaren,89.536,88.94,88.489,3.0
2024,4,Japanese Grand Prix,SAI,Ferrari,89.513,89.099,88.682,4.0
2024,4,Japanese Grand Prix,ALO,Aston Martin,89.254,89.082,88.686,5.0
2024,4,Japanese Grand Prix,PIA,McLaren,89.425,89.148,88.76,6.0
2024,4,Japanese Grand Prix,HAM,Mercedes,89.661,88.887,88.766,7.0
2024,4,Japanese Grand Prix,LEC,Ferrari,89.338,89.196,88.786,8.0
2024,4,Japanese Grand Prix,RUS,Mercedes,89.799,89.14,89.008,9.0
2024,4,Japanese Grand Prix,TSU,RB,89.775,89.417,89.413,10.0
2024,4,Japanese Grand Prix,RIC,RB,89.727,89.472,,11.0
2024,4,Japanese Grand Prix,HUL,Haas F1 Team,89.821,89.494,,12.0
2024,4,Japanese Grand Prix,BOT,Kick Sauber,89.602,89.593,,13.0
2024,4,Japanese Grand Prix,ALB,Williams,89.963,89.714,,14.0
2024,4,Japanese Grand Prix,OCO,Alpine,89.811,89.816,,15.0
2024,4,Japanese Grand Prix,STR,Aston Martin,90.024,,,16.0
2024,4,Japanese Grand Prix,GAS,Alpine,90.119,,,17.0
2024,4,Japanese Grand Prix,MAG,Haas F1 Team,90.131,,,18.0
2024,4,Japanese Grand Prix,SAR,Williams,90.139,,,19.0
2024,4,Japanese Grand Prix,ZHO,Kick Sauber,90.143,,,20.0
2024,5,Chinese Grand Prix,VER,Red Bull Racing,94.742,93.794,93.66,1.0
2024,5,Chinese Grand Prix,PER,Red Bull Racing,95.457,94.026,93.982,2.0
2024,5,Chinese Grand Prix,ALO,Aston Martin,95.116,94.652,94.148,3.0
2024,5,Chinese Grand Prix,NOR,McLaren,94.842,94.46,94.165,4.0
2024,5,Chinese Grand Prix,PIA,McLaren,95.014,94.659,94.273,5.0
2024,5,Chinese Grand Prix,LEC,Ferrari,94.797,94.399,94.289,6.0
2024,5,Chinese Grand Prix,SAI,Ferrari,94.97,94.368,94.297,7.0
2024,5,Chinese Grand Prix,RUS,Mercedes,95.084,94.609,94.433,8.0
2024,5,Chinese Grand Prix,HUL,Haas F1 Team,95.068,94.667,94.604,9.0
2024,5,Chinese Grand Prix,BOT,Kick Sauber,95.169,94.769,94.665,10.0
2024,5,Chinese Grand Prix,STR,Aston Martin,95.334,94.838,,11.0
2024,5,Chinese Grand Prix,RIC,RB,95.443,94.934,,12.0
2024,5,Chinese Grand Prix,OCO,Alpine,95.356,95.223,,13.0
2024,5,Chinese Grand Prix,ALB,Williams,95.384,95.241,,14.0
2024,5,Chinese Grand Prix,GAS,Alpine,95.287,95.463,,15.0
2024,5,Chinese Grand Prix,ZHO,Kick Sauber,95.505,,,16.0
2024,5,Chinese Grand Prix,MAG,Haas F1 Team,95.516,,,17.0
2024,5,Chinese Grand Prix,HAM,Mercedes,95.573,,,18.0
2024,5,Chinese Grand Prix,TSU,RB,95.746,,,19.0
2024,5,Chinese Grand Prix,SAR,Williams,96.358,,,20.0
2024,6,Miami Grand Prix,VER,Red Bull Racing,87.689,87.566,87.241,1.0
2024,6,Miami Grand Prix,LEC,Ferrari,88.081,87.533,87.382,2.0
2024,6,Miami Grand Prix,SAI,Ferrari,87.937,87.941,87.455,3.0
2024,6,Miami Grand Prix,PER,Red Bull Racing,87.772,87.839,87.46,4.0
2024,6,Miami Grand Prix,NOR,McLaren,87.913,87.871,87.594,5.0
2024,6,Miami Grand Prix,PIA,McLaren,88.032,87.721,87.675,6.0
2024,6,Miami Grand Prix,RUS,Mercedes,88.159,88.095,88.067,7.0
2024,6,Miami Grand Prix,HAM,Mercedes,88.167,87.697,88.107,8.0
2024,6,Miami Grand Prix,HUL,Haas F1 Team,88.383,88.2,88.146,9.0
2024,6,Miami Grand Prix,TSU,RB,88.324,88.167,88.192,10.0
2024,6,Miami Grand Prix,STR,Aston Martin,88.177,88.222,,11.0
2024,6,Miami Grand Prix,GAS,Alpine,87.976,88.324,,12.0
2024,6,Miami Grand Prix,OCO,Alpine,88.209,88.371,,13.0
2024,6,Miami Grand Prix,ALB,Williams,88.343,88.413,,14.0
2024,6,Miami Grand Prix,ALO,Aston Martin,88.453,88.427,,15.0
2024,6,Miami Grand Prix,BOT,Kick Sauber,88.463,,,16.0
2024,6,Miami Grand Prix,SAR,Williams,88.487,,,17.0
2024,6,Miami Grand Prix,RIC,RB,88.617,,,18.0
2024,6,Miami Grand Prix,MAG,Haas F1 Team,88.619,,,19.0
2024,6,Miami Grand Prix,ZHO,Kick Sauber,88.824,,,20.0
2024,7,Emilia Romagna Grand Prix,VER,Red Bull Racing,75.762,75.176,74.746,1.0
2024,7,Emilia Romagna Grand Prix,PIA,McLaren,75.94,75.407,74.82,2.0
2024,7,Emilia Romagna Grand Prix,NOR,McLaren,75.915,75.371,74.837,3.0
2024,7,Emilia Romagna Grand Prix,LEC,Ferrari,75.823,75.328,74.97,4.0
2024,7,Emilia Romagna Grand Prix,SAI,Ferrari,76.015,75.512,75.233,5.0
2024,7,Emilia Romagna Grand Prix,RUS,Mercedes,76.107,75.671,75.234,6.0
2024,7,Emilia Romagna Grand Prix,TSU,RB,75.894,75.358,75.465,7.0
2024,7,Emilia Romagna Grand Prix,HAM,Mercedes,76.604,75.677,75.504,8.0
2024,7,Emilia Romagna Grand Prix,RIC,RB,76.06,75.691,75.674,9.0
2024,7,Emilia Romagna Grand Prix,HUL,Haas F1 Team,75.841,75.569,75.98,10.0
2024,7,Emilia Romagna Grand Prix,PER,Red Bull Racing,76.404,75.706,,11.0
2024,7,Emilia Romagna Grand Prix,OCO,Alpine,76.361,75.906,,12.0
2024,7,Emilia Romagna Grand Prix,STR,Aston Martin,76.458,75.992,,13.0
2024,7,Emilia Romagna Grand Prix,ALB,Williams,76.524,76.2,,14.0
2024,7,Emilia Romagna Grand Prix,GAS,Alpine,76.015,76.381,,15.0
2024,7,Emilia Romagna Grand Prix,BOT,Kick Sauber,76.626,,,16.0
2024,7,Emilia Romagna Grand Prix,ZHO,Kick Sauber,76.834,,,17.0
2024,7,Emilia Romagna Grand Prix,MAG,Haas F1 Team,76.854,,,18.0
2024,7,Emilia Romagna Grand Prix,ALO,Aston Martin,76.917,,,19.0
2024,7,Emilia Romagna Grand Prix,SAR,Williams,,,,20.0
2024,8,Monaco Grand Prix,LEC,Ferrari,71.584,70.825,70.27,1.0
2024,8,Monaco Grand Prix,PIA,McLaren,71.5,70.756,70.424,2.0
2024,8,Monaco Grand Prix,SAI,Ferrari,71.543,71.075,70.518,3.0
2024,8,Monaco Grand Prix,NOR,McLaren,71.76,70.732,70.542,4.0
2024,8,Monaco Grand Prix,RUS,Mercedes,71.492,70.929,70.543,5.0
2024,8,Monaco Grand Prix,VER,Red Bull Racing,71.711,70.745,70.567,6.0
2024,8,Monaco Grand Prix,HAM,Mercedes,71.528,71.056,70.621,7.0
2024,8,Monaco Grand Prix,TSU,RB,71.852,71.106,70.858,8.0
2024,8,Monaco Grand Prix,ALB,Williams,71.623,71.216,70.948,9.0
2024,8,Monaco Grand Prix,GAS,Alpine,71.714,70.896,71.311,10.0
2024,8,Monaco Grand Prix,OCO,Alpine,71.887,71.285,,11.0
2024,8,Monaco Grand Prix,RIC,RB,71.785,71.482,,12.0
2024,8,Monaco Grand Prix,STR,Aston Martin,71.728,71.563,,13.0
2024,8,Monaco Grand Prix,HUL,Haas F1 Team,71.876,71.44,,14.0
2024,8,Monaco Grand Prix,ALO,Aston Martin,72.019,,,14.0
2024,8,Monaco Grand Prix,SAR,Williams,72.02,,,15.0
2024,8,Monaco Grand Prix,MAG,Haas F1 Team,71.832,71.725,,15.0
2024,8,Monaco Grand Prix,PER,Red Bull Racing,72.06,,,16.0
2024,8,Monaco Grand Prix,BOT,Kick Sauber,72.512,,,17.0
2024,8,Monaco Grand Prix,ZHO,Kick Sauber,73.028,,,18.0
2024,9,Canadian Grand Prix,RUS,Mercedes,73.013,71.742,72.0,1.0
2024,9,Canadian Grand Prix,VER,Red Bull Racing,72.36,72.549,72.0,2.0
2024,9,Canadian Grand Prix,NOR,McLaren,72.959,72.201,72.021,3.0
2024,9,Canadian Grand Prix,PIA,McLaren,72.907,72.462,72.103,4.0
2024,9,Canadian Grand Prix,RIC,RB,73.24,72.572,72.178,5.0
2024,9,Canadian Grand Prix,ALO,Aston Martin,73.117,72.635,72.228,6.0
2024,9,Canadian Grand Prix,HAM,Mercedes,72.851,71.979,72.28,7.0
2024,9,Canadian Grand Prix,TSU,RB,72.748,72.303,72.414,8.0
2024,9,Canadian Grand Prix,STR,Aston Martin,73.088,72.659,72.701,9.0
2024,9,Canadian Grand Prix,ALB,Williams,72.896,72.485,72.796,10.0
2024,9,Canadian Grand Prix,LEC,Ferrari,73.107,72.691,,11.0
2024,9,Canadian Grand Prix,SAI,Ferrari,73.038,72.728,,12.0
2024,9,Canadian Grand Prix,SAR,Williams,73.063,72.736,,13.0
2024,9,Canadian Grand Prix,MAG,Haas F1 Team,73.217,72.916,,14.0
2024,9,Canadian Grand Prix,GAS,Alpine,73.289,72.94,,15.0
2024,9,Canadian Grand Prix,PER,Red Bull Racing,73.326,,,16.0
2024,9,Canadian Grand Prix,BOT,Kick Sauber,73.366,,,17.0
2024,9,Canadian Grand Prix,OCO,Alpine,73.435,,,18.0
2024,9,Canadian Grand Prix,HUL,Haas F1 Team,73.978,,,19.0
2024,9,Canadian Grand Prix,ZHO,Kick Sauber,74.292,,,20.0
2024,10,Spanish Grand Prix,NOR,McLaren,72.386,71.872,71.383,1.0
2024,10,Spanish Grand Prix,VER,Red Bull Racing,72.306,71.653,71.403,2.0
2024,10,Spanish Grand Prix,HAM,Mercedes,72.143,71.792,71.701,3.0
2024,10,Spanish Grand Prix,RUS,Mercedes,72.456,71.812,71.703,4.0
2024,10,Spanish Grand Prix,LEC,Ferrari,72.257,72.038,71.731,5.0
2024,10,Spanish Grand Prix,SAI,Ferrari,72.403,71.874,71.736,6.0
2024,10,Spanish Grand Prix,GAS,Alpine,72.651,72.079,71.857,7.0
2024,10,Spanish Grand Prix,PER,Red Bull Racing,72.477,72.054,72.061,8.0
2024,10,Spanish Grand Prix,OCO,Alpine,72.691,72.109,72.125,9.0
2024,10,Spanish Grand Prix,PIA,McLaren,72.46,72.011,,10.0
2024,10,Spanish Grand Prix,ALO,Aston Martin,72.505,72.128,,11.0
2024,10,Spanish Grand Prix,BOT,Kick Sauber,72.758,72.227,,12.0
2024,10,Spanish Grand Prix,HUL,Haas F1 Team,72.708,72.31,,13.0
2024,10,Spanish Grand Prix,STR,Aston Martin,72.881,72.372,,14.0
2024,10,Spanish Grand Prix,ZHO,Kick Sauber,72.88,72.738,,15.0
2024,10,Spanish Grand Prix,MAG,Haas F1 Team,72.937,,,16.0
2024,10,Spanish Grand Prix,TSU,RB,72.985,,,17.0
2024,10,Spanish Grand Prix,RIC,RB,73.075,,,18.0
2024,10,Spanish Grand Prix,ALB,Williams,73.153,,,19.0
2024,10,Spanish Grand Prix,SAR,Williams,73.509,,,20.0
2024,11,Austrian Grand Prix,VER,Red Bull Racing,65.336,64.469,64.314,1.0
2024,11,Austrian Grand Prix,NOR,McLaren,65.45,65.103,64.718,2.0
2024,11,Austrian Grand Prix,RUS,Mercedes,65.585,65.016,64.84,3.0
2024,11,Austrian Grand Prix,SAI,Ferrari,65.263,65.016,64.851,4.0
2024,11,Austrian Grand Prix,HAM,Mercedes,65.541,65.053,64.903,5.0
2024,11,Austrian Grand Prix,LEC,Ferrari,65.509,65.104,65.044,6.0
2024,11,Austrian Grand Prix,PIA,McLaren,65.311,65.07,65.048,7.0
